,0.5,0.25,0.375,0.3125,0.28125,0.265625,0.2734375
0,1467.3020345774062,1093.8158108041257,1339.8411358850135,1290.2790298368234,1065.963917258101,1195.742901451975,1129.289765351223
1,1467.0385022892701,1093.4794253633568,1339.5478180381126,1290.0155516605182,1065.4623299805085,1195.4652107633744,1129.0875147802758
2,1466.7731617680893,1093.1548744625895,1339.2522182971961,1289.7472102180618,1064.9890040417417,1195.1870627531016,1128.8818230244487
3,1466.5008159922525,1092.8415933318643,1338.9460809668221,1289.4650861683567,1064.5304317872744,1194.9016722588149,1128.665770426649
4,1466.22067543412,1092.537316662894,1338.6211644280256,1289.1596384377244,1064.0716834291557,1194.6014939515862,1128.4315043671586
5,1465.9420133839305,1092.2348503541264,1338.2689994832226,1288.8201360111807,1063.59275180437,1194.277043267095,1128.1692384064936
6,1465.6811220418842,1091.9245601731202,1337.8826090008506,1288.4349880253058,1063.0695598546374,1193.9151165591015,1127.8661224872521
7,1465.4344612439127,1091.597031594188,1337.4628509436254,1287.9951070893612,1062.478472804405,1193.4958356433128,1127.5048862223882
8,1465.1852564525004,1091.238692033466,1337.025439707535,1287.5029041548119,1061.8068077120215,1192.9884733782715,1127.062260728343
9,1464.9188052568636,1090.8279527478248,1336.5860882244656,1286.970272556764,1061.087571131662,1192.3541350592704,1126.5098504000916
10,1464.6152236980447,1090.3422146427765,1336.1477344597965,1286.3881987986115,1060.399574558207,1191.5871392870195,1125.8244706034009
11,1464.2572302234753,1089.7694402472894,1335.7218853537033,1285.7332259487648,1059.731236740779,1190.7797048530633,1125.0017140905966
12,1463.8613995201276,1089.1089140055267,1335.3040975909234,1284.9811218249315,1059.013777501479,1190.0247495453598,1124.0543832345577
13,1463.4894938121474,1088.3638530124852,1334.8813410763546,1284.1131270572064,1058.221111283504,1189.2697575127854,1123.0065963058528
14,1463.18142106981,1087.5414114920159,1334.4451052776558,1283.1304210039584,1057.3686313257278,1188.4229804766237,1121.888996716185
15,1462.9228962608906,1086.6703175378298,1333.972387849487,1282.0592513199683,1056.500541630125,1187.408781969938,1120.6975968700228
16,1462.6881282620134,1085.8021029002716,1333.4256063993855,1280.9366478071634,1055.6534079839798,1186.1519955672088,1119.3466004067718
17,1462.4576738168478,1084.894886112323,1332.7634228015722,1279.8210277850503,1054.848959601592,1184.5786488366325,1117.7421487416418
18,1462.216605533317,1083.854019677738,1331.9700195327168,1278.8360413857495,1054.0912042398488,1182.630147405985,1115.8701597021304
19,1461.9506500871325,1082.6074455411876,1331.070106595607,1278.0906295451355,1053.3558078336202,1180.2854147729993,1113.8098389986862
20,1461.6442645792226,1081.0966608597766,1330.099710768678,1277.4159501493627,1052.6341229456793,1177.5667654750496,1111.7063945807963
21,1461.2798249299683,1079.3135123480688,1329.087760590541,1276.7047583366527,1051.9315709976386,1174.5236241733483,1109.6799601302962
22,1460.8370414879769,1077.35425411072,1328.041600989271,1275.9155792162478,1051.2524146551796,1171.2346776491556,1107.7705546537918
23,1460.2942337839136,1075.368093989996,1326.9713417609053,1275.0222102997586,1050.5949524778423,1167.8385628972715,1106.009607253394
24,1459.6338774555143,1073.4403624400802,1325.9227632490597,1274.0107964255267,1049.9556235736131,1164.5423783777992,1104.4344141625181
25,1458.8556107501322,1071.6480293365094,1324.9253781791895,1272.8830409283287,1049.318051390907,1161.5516510294522,1103.0384756631825
26,1457.9986439319841,1070.0027660582405,1323.9041998486784,1271.6570136917921,1048.6435414775437,1158.9707784068705,1101.7690302477845
27,1457.1523870930641,1068.4325902470973,1322.7586694621057,1270.3358238743072,1047.8921691735281,1156.7876212880392,1100.582684426454
28,1456.4003335616703,1066.8977572192796,1321.4380155036454,1268.8803659368152,1047.0361526228235,1154.9969582780056,1099.4626689189945
29,1455.7345567336995,1065.438638520005,1319.937560058459,1267.2518227828027,1046.0650671258663,1153.5815252048196,1098.3626231001722
30,1455.099882847583,1064.1352766963978,1318.2752494318634,1265.4528695236295,1044.9902672297687,1152.3382765476454,1097.2114841020123
31,1454.4553294567952,1063.0379484234736,1316.4627726064828,1263.554265002055,1043.8283524091912,1151.1605360599124,1095.9548359215405
32,1453.7764005359436,1062.1198789354073,1314.482341057711,1261.6431794901011,1042.5572676902584,1150.049920054868,1094.6065065398889
33,1453.0522218602312,1061.3024523073327,1312.2925690972133,1259.7497292575633,1041.1203579287135,1149.0148629242312,1093.2242988636444
34,1452.2514229937158,1060.5240934860792,1309.886214634935,1257.8622131452016,1039.4951176297914,1148.0349199119219,1091.8212030734692
35,1451.3492569545108,1059.7510128030162,1307.344138684518,1255.971177218129,1037.6949302897178,1147.0800482684504,1090.3902423019667
36,1450.3859552533663,1058.968113514482,1304.8064584499145,1254.0799691428997,1035.774776463862,1146.135770172196,1088.9279456290888
37,1449.4216833864245,1058.1832270315713,1302.4003903715302,1252.1848189412108,1033.8261326565723,1145.2140098096322,1087.3825033987086
38,1448.4437398158664,1057.419563431536,1300.1942848283957,1250.265067069082,1031.8971151985006,1144.3343639930574,1085.6402163343632
39,1447.3955158943136,1056.6688495648714,1298.194467443233,1248.2916551952233,1029.9758317003243,1143.5016167268013,1083.5552139401261
40,1446.2290157472194,1055.8718437308437,1296.3816923972145,1246.2467308497053,1028.0320860208012,1142.7029999017698,1081.0112754954448
41,1444.956702553401,1054.9572090624652,1294.7449002378012,1244.1775350891096,1026.0470415327643,1141.917157768204,1078.0179962069635
42,1443.6935842937828,1053.8727111220405,1293.2888495973416,1242.2508285117256,1024.028362049432,1141.1279011469746,1074.731501961896
43,1442.506648846796,1052.6052789992716,1292.0047468586297,1240.71862674981,1022.0090921959917,1140.337314994837,1071.347992416711
44,1441.3061454881051,1051.188559850705,1290.8389599349837,1239.6104344714934,1020.0285516732139,1139.5619675245935,1067.969749030372
45,1439.9905569245514,1049.6837759170817,1289.7202041634266,1238.7222204505078,1018.1346250420472,1138.8080134870333,1064.613607910557
46,1438.4772498987602,1048.1451900025788,1288.5851796033774,1237.9055192552628,1016.3962005277369,1138.0712110147633,1061.2969284323694
47,1436.8124753719583,1046.6082286493206,1287.384654064796,1237.064317682129,1014.8602260444344,1137.3497798826384,1058.0080093837437
48,1435.2470955856431,1045.106985615399,1286.0843539852372,1236.1372430565523,1013.4764646684669,1136.6258465915237,1054.6565801447446
49,1433.9630940792745,1043.6809010928712,1284.6448467969399,1235.0730042732916,1012.1414693910028,1135.863370572165,1051.176870826676
50,1432.9172491981471,1042.3305928069153,1282.9808606457377,1233.8276485261445,1010.8000434591978,1135.024339718208,1047.623257959319
51,1431.985216958519,1041.010016007858,1281.013625786998,1232.3905687830888,1009.4675131123756,1134.074865850116,1044.1828681322504
52,1431.060246097453,1039.6882280535758,1278.8108400815381,1230.819925432621,1008.1954653249943,1132.9789276115196,1041.1064087457312
53,1430.120942594593,1038.3637271454352,1276.550329991876,1229.240739218676,1007.0306486837975,1131.688132668326,1038.5887791730397
54,1429.2513083731026,1037.0453645193625,1274.3716692742992,1227.7552760446442,1005.9957632600596,1130.1551931834288,1036.6503532208392
55,1428.5004293070247,1035.7331734277227,1272.3327269976278,1226.2969828844673,1005.0936171408707,1128.385852572027,1035.1209999276236
56,1427.742135933343,1034.4262407285307,1270.4582905801026,1224.7276391229545,1004.3134649032862,1126.4707979339357,1033.8267610947605
57,1426.875350102409,1033.142603553711,1268.7593828741683,1223.0037061224284,1003.6278617821106,1124.477054092216,1032.6850946501982
58,1425.8283115674196,1031.9237247245544,1267.2239233186535,1221.1739452681716,1002.9998242997301,1122.4377732549444,1031.656440124007
59,1424.5846232989443,1030.8125988622191,1265.8278318868602,1219.2515422820948,1002.39488805007,1120.4390853308075,1030.7348893414908
